"" "GSM647591_W01_06Y4D_HG_U133_Plus2.CEL"	"GSM647592_W02_06Y4C_HG_U133_Plus2.CEL"	"GSM647593_W03_06Y4B_HG_U133_Plus2.CEL"	"GSM647594_W04_06Y4A_HG_U133_Plus2.CEL"	"GSM647595_W05_06Y49_HG_U133_Plus2.CEL"	"GSM647596_W06_06Y48_HG_U133_Plus2.CEL"	"GSM647597_W07_06Y47_HG_U133_Plus2.CEL"	"GSM647598_W08_06Y46_HG_U133_Plus2.CEL"	"GSM647599_W09_06Y45_HG_U133_Plus2.CEL"	"GSM647600_W10_06Y44_HG_U133_Plus2.CEL"	"GSM647601_W11_06Y43_HG_U133_Plus2.CEL"	"GSM647602_W12_06Y42_HG_U133_Plus2.CEL"	"GSM647603_W13_06Y41_HG_U133_Plus2.CEL"	"GSM647604_W14_06Y40_HG_U133_Plus2.CEL"	"GSM647605_W16_06Y3Y_HG_U133_Plus2.CEL"	"GSM647606_W17_06Y4J_HG_U133_Plus2.CEL"	"GSM647607_W19_06Y55_HG_U133_Plus2.CEL"	"GSM647608_W_JUL22_12_06XZ8_HG_U133_Plus_2.CEL"	"GSM647609_W_JUL22_1_06XZK_HG_U133_Plus_2.CEL"	"GSM647610_W_JUL22_2_06XZJ_HG_U133_Plus_2.CEL"	"GSM647611_W_JUL22_3_06XZH_HG_U133_Plus_2.CEL"	"GSM647612_W_JUL22_4_06XZG_HG_U133_Plus_2.CEL"	"GSM647613_W_JUL22_5_06XZF_HG_U133_Plus_2.CEL"	"GSM647614_W_JUL22_6_06XZE_HG_U133_Plus_2.CEL"	"GSM647615_W_JUL22_7_06XZD_HG_U133_Plus_2.CEL"	"GSM647616_W_JUL22_8_06XZC_HG_U133_Plus_2.CEL"	"GSM647617_W_JUL22_9_06XZB_HG_U133_Plus_2.CEL"	"GSM647618_W_JUL7_10_06XVW_HG_U133_Plus_2.CEL"	"GSM647619_W_JUL7_11_06XVV_HG_U133_Plus_2.CEL"	"GSM647620_W_JUL7_12_06XVU_HG_U133_Plus_2.CEL"	"GSM647621_W_JUL7_1_06XW5_HG_U133_Plus_2.CEL"	"GSM647622_W_JUL7_2_06XW4_HG_U133_Plus_2.CEL"	"GSM647623_W_JUL7_3_06XW3_HG_U133_Plus_2.CEL"	"GSM647624_W_JUL7_4_06XW2_HG_U133_Plus_2.CEL"	"GSM647625_W_JUL7_5_06XW1_HG_U133_Plus_2.CEL"	"GSM647626_W_JUL7_6_06XW0_HG_U133_Plus_2.CEL"	"GSM647627_W_JUL7_7_06XVZ_HG_U133_Plus_2.CEL"	"GSM647628_W_JUL7_8_06XVY_HG_U133_Plus_2.CEL"	"GSM647629_W_JUL7_9_06XVX_HG_U133_Plus_2.CEL"	"GSM647551_05_0025.CEL"	"GSM647552_05_0028.CEL"	"GSM647553_06_0008.CEL"	"GSM647554_06_0011.CEL"	"GSM647555_06_0012.CEL"	"GSM647556_06_0013.CEL"	"GSM647557_07_0007.CEL"	"GSM647558_10_0026.CEL"	"GSM647559_10_0038.CEL"	"GSM647560_11_0037.CEL"	"GSM647561_11_0057.CEL"	"GSM647562_11_0070.CEL"	"GSM647563_11_0075.CEL"	"GSM647564_11_0084.CEL"	"GSM647565_11_0086.CEL"	"GSM647566_11_0087.CEL"	"GSM647567_11_0090.CEL"	"GSM647568_11_0096.CEL"	"GSM647569_11_0109_A1.CEL"	"GSM647570_12_0001.CEL"	"GSM647571_13_0004.CEL"	"GSM647572_13_0005.CEL"	"GSM647573_13_0006.CEL"	"GSM647574_14_0004.CEL"	"GSM647575_14_0006.CEL"	"GSM647576_15_0021.CEL"	"GSM647577_15_0023.CEL"	"GSM647578_15_0025.CEL"	"GSM647579_17_0003.CEL"	"GSM647580_18_0004.CEL"	"GSM647581_19_0006.CEL"	"GSM647582_19_0007.CEL"	"GSM647583_19_0008.CEL"	"GSM647584_19_0009.CEL"	"GSM647585_20_0002.CEL"	"GSM647586_20_0006.CEL"	"GSM647587_20_0007.CEL"	"GSM647588_20_002.CEL"	"GSM647589_22_0010.CEL"	"GSM647590_22_0013.CEL"	"GSM647527_01_0087.CEL"	"GSM647528_01_0089.CEL"	"GSM647529_01_0092.CEL"	"GSM647530_01_0093.CEL"	"GSM647531_01_0095.CEL"	"GSM647532_01_0099.CEL"	"GSM647533_01_0109.CEL"	"GSM647534_01_0112.CEL"	"GSM647535_01_0114.CEL"	"GSM647536_01_0115.CEL"	"GSM647537_01_0116.CEL"	"GSM647538_01_0117.CEL"	"GSM647539_01_0129.CEL"	"GSM647540_01_0133.CEL"	"GSM647541_01_0134.CEL"	"GSM647542_01_0138.CEL"	"GSM647543_01_0142.CEL"	"GSM647544_01_0146.CEL"	"GSM647545_03_0003.CEL"	"GSM647546_04_0002.CEL"	"GSM647547_04_0006.CEL"	"GSM647548_05_0019.CEL"	"GSM647549_05_0020.CEL"	"GSM647550_05_0023.CEL"
"AC003973.4"	3.1974	3.1706	3.5446	3.2696	3.4131	3.1317	3.4612	3.2726	3.4098	3.6594	3.368	3.7043	3.16	3.0406	3.2989	3.3872	3.0901	3.4716	3.591	3.2882	3.4231	3.052	3.0231	3.0718	3.6946	3.3578	3.5748	3.2737	3.5078	3.3415	3.1696	3.4884	3.3916	2.887	3.3415	3.236	3.2453	2.954	3.3384	3.9453	3.7748	3.3281	3.2177	3.3951	3.224	3.3242	3.2443	3.2225	3.3979	3.2363	3.1795	3.2614	3.2625	3.1085	3.3631	3.4943	3.339	3.7195	3.3191	3.6849	3.3245	3.1249	3.1697	3.1349	3.4784	3.4917	3.4523	3.6122	3.9355	3.4461	3.3551	3.2144	3.2236	3.3769	3.2175	3.4939	3.1256	3.2403	3.3807	3.3411	3.3767	3.2621	3.3762	3.0519	3.3585	3.8238	3.6989	3.3452	3.3691	3.4843	3.3714	3.2845	3.3347	3.4829	3.3553	3.0383	3.4436	3.2934	3.3205	3.3994	3.0974	3.1228	3.535
"AC003986.5///BC043576"	5.4486	5.7674	5.7629	5.5175	5.5601	5.6487	5.393	5.5039	5.572	5.7272	5.6991	5.5692	5.6821	5.659	5.1992	5.5625	5.2742	5.4664	5.8778	5.5406	5.5023	5.499	5.5843	5.9661	5.9711	5.4021	5.7008	5.4524	5.4004	5.4594	5.3811	5.828	5.4981	5.396	5.7811	5.2358	5.7205	5.9395	5.5072	5.6712	5.2796	5.3931	5.397	5.2709	5.5084	5.4993	5.63	5.6376	5.5544	5.5338	5.5502	5.6284	5.4052	5.4312	5.6195	5.3359	5.4423	5.2275	5.3767	5.9427	5.5183	5.2887	5.5346	5.3549	5.5303	5.4941	5.5653	5.7243	5.5514	5.5101	5.5558	5.5994	5.7851	5.6228	5.8566	5.2973	5.6625	5.2944	5.4727	5.4087	5.1873	5.0913	4.9786	5.1779	5.1956	4.5864	5.502	5.3466	5.1875	5.003	5.2232	5.0661	5.2365	5.2063	5.1782	5.3604	5.0489	5.5878	5.4699	5.2625	5.648	5.1407	5.2123
"AC004158.3///AK055364"	3.1348	3.363	3.0012	3.1094	3.044	3.1776	3.1059	3.3297	3.2128	3.268	3.0458	3.3051	3.3568	3.3739	3.1583	3.0085	3.3625	3.1583	3.4291	3.1664	3.4436	3.2851	3.0305	3.2848	3.476	3.3814	3.4182	3.4335	3.0858	3.268	3.2021	3.5052	3.4855	3.3077	3.7143	3.1645	3.2589	3.0426	3.268	3.3629	3.5702	3.1503	3.1344	3.2389	3.0527	2.9719	3.1049	3.1409	3.4329	2.9872	3.3929	3.1348	3.0913	3.0579	3.1106	3.2257	2.9724	3.3979	3.3421	3.2279	3.3415	3.3334	3.6659	3.0549	3.1207	3.2705	3.1337	3.3893	3.1494	2.9882	3.1747	3.5038	3.199	3.4987	3.2271	3.2271	3.1585	3.2095	3.2746	2.7641	2.9819	2.7398	3.0948	2.7145	3.0021	2.9898	3.0897	2.9152	3.0056	3.1171	2.738	3.0017	3.1725	2.8802	2.8919	2.9622	2.9819	3.164	3.3407	2.9233	3.3314	3.0392	3.079
"AC004490.1///AX746733"	3.9538	4.0902	3.7736	3.8997	4.0328	3.9454	3.8359	3.8229	4.047	4.6933	3.8837	3.9538	4.1329	3.7759	3.9195	3.8412	3.6802	4.0297	3.7235	4.2126	3.9938	3.8411	3.7775	3.9239	3.851	4.252	3.9893	4.1549	3.9858	4.0396	4.084	4.1979	3.608	3.7846	3.8925	4.066	4.1015	4.3533	4.1353	4.3083	3.8945	4.0987	3.9549	4.1531	4.5224	3.9489	3.9388	3.8498	4.2107	3.9965	4.114	3.835	3.9497	4.1343	3.7367	3.8922	3.876	4.2078	3.9548	4.1381	4.0353	4.0781	4.126	4.0168	3.9571	4.1186	4.2039	4.159	4.0969	3.8306	4.1543	4.5439	4.192	3.8396	4.1556	3.9187	4.0302	4.0348	3.8193	3.4266	3.6389	3.2997	3.5672	3.5872	3.5019	3.7179	3.7808	3.9724	3.586	3.6902	3.5857	3.8468	3.845	3.7924	3.8626	3.9597	3.6511	3.6228	4.0018	3.6421	3.7128	3.5432	3.7716
"AC004538.3///BC040327"	3.0188	3.0492	3.0116	3.0562	2.9476	2.9514	3.002	2.8699	3.0926	3.056	3.1306	3.0467	3.2014	3.0668	2.7852	2.8823	2.9222	3.0568	3.1966	3.0067	2.9572	3.0181	2.9855	3.0819	3.5026	2.8144	2.8231	3.1424	3.037	3.2367	2.962	3.4619	4.0022	3.2112	3.1533	3.1063	2.9044	2.8187	2.8804	3.4454	3.3258	3.4292	3.3262	3.2069	3.0868	3.3464	3.3681	3.1511	4.4936	3.3932	3.1837	3.3765	3.2203	3.2356	3.3569	3.267	3.1628	3.5766	3.4072	3.7875	3.5452	3.2959	3.3561	3.2331	3.3314	3.2848	3.5238	3.865	3.4992	3.174	3.4903	3.622	3.3879	3.2479	3.5715	3.2372	3.0075	3.4265	3.3175	3.1355	3.0881	3.1506	3.2773	3.1499	2.9899	2.999	3.3092	3.2168	3.0769	3.1425	3.0417	2.9151	3.2583	3.0418	3.1414	3.241	3.1926	5.1367	3.5968	3.9407	2.9578	2.994	2.9856
"AC004951.6///AX747182"	8.8919	9.1609	9.0267	9.2438	9.207	8.3252	9.6546	9.2202	8.2296	8.7966	8.9403	7.434	7.4849	8.8157	7.8117	8.5513	8.6087	6.1734	8.7191	8.7631	9.2068	8.6092	8.614	8.6134	8.793	7.5814	8.053	8.2794	9.4105	8.3843	8.6567	8.6494	9.1047	8.7776	8.6567	8.6567	8.8747	4.7761	8.4045	9.7076	9.0166	7.1358	9.5192	8.6693	8.3886	9.4649	7.8	8.4864	6.4885	9.4558	8.3289	7.9784	8.452	7.685	9.3237	8.7686	7.7437	7.6452	8.4632	6.4391	8.0837	7.6156	5.1884	8.5684	7.9824	7.5045	8.2713	6.6402	7.1117	8.4487	8.3729	7.8341	9.4733	8.6854	8.2025	8.3269	9.2307	5.6599	8.6585	8.7168	8.5556	9.4292	9.2393	9.5399	9.0545	9.3129	10.0727	7.9173	8.818	7.874	9.4512	8.4632	6.9103	7.9059	7.1191	8.0471	8.1164	7.3034	7.4759	7.8845	4.3758	8.778	7.8565
"AC005162.4"	2.7039	2.7713	2.818	2.571	2.6217	2.7416	2.7039	2.61	2.9388	2.9285	2.6964	2.8039	2.982	2.4796	2.7044	2.6173	2.7857	2.9967	3.0947	2.9451	2.6419	2.8576	2.9221	2.7811	2.875	2.9327	2.9146	2.8387	2.7175	3.0695	2.8589	3.0616	2.8261	2.9223	2.945	2.8188	2.819	2.9888	2.9755	2.8739	2.6659	2.6503	2.8554	2.6846	2.9248	2.6957	2.8013	2.6812	3.004	2.7121	2.8239	2.5878	3.0592	2.7084	2.5621	2.7581	2.7879	2.9818	2.9045	3.0218	2.9953	2.6452	3.0358	2.6464	2.8904	2.7715	3.1428	3.0633	3.0993	2.5083	2.7082	2.691	2.7427	2.9007	2.7338	2.8724	2.7512	3.5258	2.5225	3.3904	2.815	2.7434	2.6252	2.4457	2.5555	2.785	3.0902	2.8716	2.7925	2.9918	2.7879	2.6003	3.0357	2.9204	2.9291	2.6498	2.676	2.7758	2.7819	2.7118	2.7622	2.7032	2.7925
"AC005256.1"	5.401	5.2294	5.3298	5.2107	5.3889	5.4662	5.1217	5.4694	5.5797	6.172	5.4685	5.7543	5.7407	5.1889	5.261	5.4528	5.2083	5.1994	5.4088	5.3741	5.4025	5.4884	5.3986	5.3528	5.3439	5.6736	5.8823	5.5687	5.5069	5.4325	5.4817	5.3695	5.4685	5.3365	5.6616	5.7948	5.6108	5.4928	5.5846	5.599	5.4144	5.191	5.4416	5.1872	5.3087	5.331	5.3238	5.6001	5.3911	5.2609	5.2553	5.1587	5.388	5.2217	5.178	5.1902	5.1552	5.7899	5.0932	5.5126	5.2189	4.7443	5.4819	5.3539	5.5813	5.5325	5.5307	5.6143	6.1081	5.2615	5.503	5.6987	5.325	5.2264	5.6255	5.2676	5.2568	5.3477	5.3392	5.3204	5.1675	5.3172	5.1124	5.1897	5.2707	5.3825	5.7799	5.6892	4.9871	5.4544	5.4828	4.9706	5.4782	5.5805	5.3593	5.292	5.5336	5.5293	5.4108	5.6585	5.3354	5.2503	5.2267
"AC005306.3"	6.5159	6.0428	6.3871	6.6043	6.7921	5.9293	6.9734	6.8365	5.943	6.3098	6.6357	5.9727	6.2524	5.857	5.8184	5.7634	5.9085	6.2777	6.5885	6.1415	6.0744	5.5534	5.8815	5.5476	5.6862	5.8335	5.5497	6.3973	6.358	5.7397	5.9781	6.0073	6.25	5.7271	6.2014	6.2873	6.2054	6.0813	5.7763	6.3451	6.2572	5.6676	5.9402	6.3	6.8348	6.7192	6.4892	6.8368	5.9864	6.0178	6.2287	6.1378	5.7727	6.216	6.1073	6.4918	5.6398	6.1469	6.0565	5.7942	6.1223	5.9836	6.334	6.1512	5.7466	5.963	6.1295	4.9329	6.0715	6.1886	5.7842	6.1339	6.4061	6.116	6.7132	7.0852	6.4857	6.5247	5.8719	6.4514	6.661	6.2009	6.8658	6.2674	5.9231	6.2541	7.0413	6.5044	5.9913	6.0213	5.9077	6.4031	6.1523	5.788	5.6832	5.4924	6.1776	6.0704	4.9944	5.769	5.7346	6.166	6.3212
"AC005498.3"	5.186	5.0225	5.3566	5.3132	5.1077	4.9337	5.021	4.9322	5.0825	5.7501	5.0492	5.2139	5.1924	5.1895	4.9182	4.7012	4.7111	5.0543	4.7684	4.9203	5.0543	5.1703	5.0495	5.1036	4.3889	5.3524	5.0995	4.8401	4.5564	5.0065	5.3455	5.0059	4.9927	4.7409	4.8607	5.5792	5.4479	4.842	5.0777	4.9463	4.7811	4.4156	5.3157	4.9752	4.8192	4.2388	4.2751	4.7353	4.8976	4.4827	4.5315	4.7907	4.8839	4.668	4.7691	4.5985	4.9497	5.0045	4.8307	5.1556	4.6257	4.7488	4.818	4.6218	4.9336	4.6343	5.1445	4.6192	5.2599	4.4639	4.7429	5.0604	4.5858	4.688	4.6576	4.5464	4.5668	5.0034	4.5911	4.5529	4.6738	4.3995	4.2126	4.4862	4.3872	4.2756	4.4248	4.5172	4.2755	4.3757	4.5842	4.4749	4.4246	4.2737	4.8351	4.9348	4.193	3.9956	4.3361	4.368	4.0583	4.3395	4.4491
"AC005523.2"	5.4626	5.1441	5.8744	5.0976	5.666	5.1489	5.2757	5.2348	5.4277	5.5717	5.6142	5.4534	5.3378	5.082	4.9562	5.1625	4.9897	4.4928	5.7275	5.0501	5.4617	5.6873	5.3258	5.3253	6.4172	5.5657	5.5747	5.4154	5.0968	5.3215	5.2836	5.1935	5.8404	5.1703	5.4977	5.0624	5.3253	4.5325	5.0767	5.7747	5.5746	5.2187	5.5994	5.5462	5.9143	5.4957	5.7618	5.4917	5.8944	5.4058	5.032	5.2807	5.7394	5.0143	5.3264	5.3401	5.5268	5.4676	5.4443	5.3874	5.3491	5.5548	5.4006	4.9797	5.4495	5.2328	5.6469	5.4901	5.5328	5.4087	5.2529	5.7138	5.8712	5.7388	5.612	5.2066	5.6634	5.1215	5.1762	5.3976	5.2486	5.0682	5.4596	5.2877	5.4194	5.0032	5.539	5.1603	5.2188	4.4976	5.431	5.2833	5.3713	5.5483	5.2003	5.4062	5.0647	5.1176	5.9166	5.3238	4.5579	4.9221	4.9392
"AC005523.3"	5.3683	5.3428	5.9128	5.3982	5.543	5.3458	5.1979	5.589	5.7996	6.513	5.6884	6.2293	6.1366	5.568	5.5298	5.5478	5.5432	5.7283	5.8262	5.731	5.7366	5.6704	5.5306	5.8266	5.9211	6.2575	6.1276	5.5471	5.3581	5.7434	5.8259	5.5725	5.7893	5.5247	5.9457	6.0679	5.7217	5.6864	5.9544	5.7107	6.1364	5.6843	5.5522	5.4957	5.7118	5.4139	5.5089	5.3035	5.5361	5.0617	5.1408	5.1138	5.6024	5.1335	5.5474	5.2554	5.1865	5.7097	5.3531	5.8172	5.7601	5.1838	6.0753	5.4614	5.5057	5.7611	5.7578	5.6877	6.1555	4.9844	5.5965	5.9509	5.5143	5.383	5.3744	5.6019	5.3213	6.0547	5.1266	5.1434	5.2174	5.15	5.1393	4.9122	4.9943	5.7496	5.7604	5.511	5.0855	5.6742	5.4155	5.3552	5.6934	5.5191	5.6806	5.0437	5.2947	5.2316	5.3804	5.3351	5.1129	5.4569	5.2125
"AC005537.2"	2.8797	3.395	3.1883	3.246	3.0566	3.2012	2.8909	3.0064	3.5892	3.4867	3.2173	3.656	3.3533	3.1778	2.9862	3.1817	3.2599	3.2156	3.1346	3.2685	3.1853	3.088	3.1728	3.1614	3.7589	3.3807	3.401	3.1998	3.048	3.225	2.8988	3.4514	3.5702	3.3108	3.7136	3.0534	3.0066	3.1312	3.192	3.2225	3.2347	3.1689	3.2788	3.1539	3.6063	3.1788	3.1889	3.3651	3.7657	2.8536	2.6198	2.9993	3.2621	3.2172	3.141	3.1114	3.3395	3.3732	2.9064	3.4533	3.0793	3.1353	3.2102	3.1712	2.9354	3.1919	3.2675	3.0761	3.6516	2.9922	3.2092	3.5228	3.0845	3.4112	3.0247	2.8856	3.0712	3.0784	3.1367	3.0498	3.0723	3.3752	3.318	3.0907	2.9886	3.1982	3.5026	3.0785	3.2474	3.1492	3.2495	3.2477	3.1426	3.1879	3.0116	3.2027	2.8658	3.1175	3.2393	3.1166	2.8965	3.0526	3.0887
"AC005592.3"	3.1094	3.4238	2.7241	3.0405	2.7143	3.1942	3.416	3.1632	2.7598	3.2222	2.9897	3.1786	3.9181	3.1533	3.0564	3.0624	2.9603	3.0151	3.2505	2.9359	3.0961	3.0172	3.1022	3.1429	3.5802	3.0847	3.0714	3.1288	3.0988	3.2588	3.0266	3.2354	3.8103	3.1094	3.6918	3.1858	2.9999	3.2029	2.8332	3.2194	3.4777	3.1915	3.1876	3.3044	4.1421	3.0698	3.4076	3.0207	3.7602	3.0377	3.1346	3.2203	3.2721	3.3945	3.369	3.0993	3.2672	3.5558	3.5168	3.6487	3.2286	3.0127	3.3331	3.4099	3.0004	3.1967	3.4518	3.3547	3.9302	2.7482	3.071	3.0035	3.2412	3.2851	3.2718	3.3437	3.1732	3.0647	3.4908	3.2285	3.0268	3.3102	2.9995	2.9263	3.0427	2.7766	2.8993	3.1835	3.2066	3.1269	2.9455	2.917	3.2381	3.0371	3.0875	2.7454	3.2474	3.1792	3.3199	3.2912	3.1162	3.0408	3.2823
"AC005606.14"	3.8395	3.8205	3.8081	3.6132	3.7073	3.8892	3.6485	3.8278	3.8278	4.2869	3.8614	4.1357	4.2112	3.6736	3.4609	4.1301	3.6654	4.0955	3.9469	3.7914	3.8101	3.981	3.5567	3.8278	3.9453	4.1502	4.1721	3.7668	3.6889	3.9192	3.7055	3.7138	3.617	3.5325	3.5139	4.0296	3.7145	4.2951	4.0207	3.9451	4.1078	3.759	3.8923	3.5769	3.9299	4.073	3.92	3.6779	4.1831	3.8561	3.9245	3.7472	3.8017	3.8525	3.8466	3.5167	3.9522	3.7257	3.8861	3.9554	3.9805	3.9049	4.3238	3.6654	3.7869	4.0395	4.18	4.5258	4.1552	3.8333	3.9712	4.3578	3.9936	3.6987	3.9897	3.8903	3.574	3.7527	3.9298	4.2571	3.6353	3.6992	3.5968	3.7453	3.7627	3.6765	4.2243	4.3518	3.6241	4.3847	3.756	3.8122	4.4956	4.2944	4.1846	4.5522	4.0837	4.157	4.0216	4.147	3.9224	3.7331	3.9347
"AC005754.7///BC016751"	3.2851	3.501	3.0414	3.1289	3.1321	3.1123	3.2392	3.2812	3.2569	3.598	3.3145	3.4868	3.4041	3.3634	3.1321	3.0939	3.0406	3.2734	3.7237	3.2197	3.5276	3.4613	3.2758	3.1387	3.3299	3.4984	3.3685	3.3417	3.4078	3.3718	3.3499	3.4062	3.3852	3.6635	3.6191	3.3417	3.109	3.4054	3.3469	3.1662	3.2898	3.2151	2.9639	3.4832	3.3773	2.973	3.6148	3.0262	2.9721	3.1709	3.0773	3.215	3.1988	3.2411	3.1152	3.2089	3.1809	3.2316	3.2118	3.3983	2.973	3.2216	3.5888	3.1411	3.1781	3.0531	3.1212	3.4689	3.374	3.1258	3.2504	3.3572	3.0536	3.7154	3.3281	3.2338	3.3243	3.3003	3.0324	3.3482	3.4825	3.0601	3.2372	3.1509	3.3231	3.0881	3.2292	3.2233	3.0643	3.422	3.3139	3.2808	3.3012	3.4445	3.1774	3.3137	3.2028	3.2717	3.3478	3.2435	3.244	3.2617	3.1474
"AC005785.2"	5.113	5.1497	5.3298	5.0686	5.1896	5.2472	5.0134	5.2338	5.4681	5.823	4.961	5.394	5.6707	5.1412	5.2701	4.9776	5.2771	5.535	5.0709	5.1125	5.2976	5.49	5.1605	5.1536	5.9451	5.4909	5.3292	5.2196	5.2784	5.2771	5.1416	5.5824	5.2446	5.1374	5.2347	5.5766	5.0521	5.5726	5.3485	5.5493	5.3357	5.1243	5.2195	4.9498	5.1892	5.2411	5.136	4.9448	5.1261	5.262	4.772	5.009	5.2009	4.8406	5.0763	4.9061	5.1568	5.4878	4.9739	5.0672	5.3669	4.9284	5.0793	4.7083	5.2777	5.3476	4.9993	5.4024	5.5877	5.0714	5.1329	5.0376	5.2639	5.7138	4.8791	4.8497	5.178	5.4635	4.9738	4.9443	4.804	4.887	4.7349	4.5613	4.9295	4.9321	5.0403	5.2915	4.6977	4.8212	4.8805	4.549	5.3644	4.8583	4.963	4.8042	5.0294	5.4269	5.0011	5.107	4.989	4.8678	4.8426
"AC006026.13"	4.4328	4.1705	4.274	4.3651	4.1106	4.1746	4.0504	3.8691	4.4131	4.3742	4.0009	4.5234	4.6096	5.2062	4.5194	4.9567	4.1698	4.7511	3.8943	4.5723	4.1839	4.4508	4.0454	4.3866	4.2327	4.7732	4.7231	3.977	4.1997	4.2057	4.5627	4.7085	4.4474	4.3622	4.5893	4.5234	3.9045	4.2678	4.5329	4.2464	4.6974	4.3105	4.4452	4.0068	4.69	4.0123	3.9998	4.0372	4.3036	3.9217	4.0798	4.2365	4.7451	4.3756	4.1975	4.5626	4.5809	4.1952	4.4204	4.4489	4.1888	5.0103	4.9764	4.4782	4.3125	4.5155	4.1602	4.3969	4.8127	4.4654	3.9505	5.0875	4.0894	4.7481	4.2377	3.7324	3.9374	5.1096	5.1703	3.8454	4.1711	4.5104	4.3893	4.1493	4.6319	4.8122	4.0286	4.3238	5.4564	5.1129	4.9025	4.5691	4.6639	4.1205	4.0438	3.8783	4.8983	4.251	4.4839	4.1809	4.242	4.3643	4.2346
"AC006129.2"	4.3864	4.8057	4.1222	5.7054	4.4914	4.4799	5.4177	4.9078	5.7779	3.6757	4.2938	4.5122	4.1858	5.3859	5.2714	5.7465	5.4036	4.409	4.6469	5.4883	4.9619	5.6818	5.7203	5.2841	4.2103	5.1087	5.8953	4.3932	4.3692	4.5022	5.706	6.0997	4.7455	7.4685	5.4778	5.0357	4.5265	4.4109	4.4708	4.3832	4.2027	4.4881	4.3616	3.8472	4.16	3.6617	4.8149	4.3276	4.0538	4.6367	4.6033	4.405	4.8776	5.1367	4.6519	4.2356	5.1017	4.4426	4.9537	4.5783	4.5764	6.7446	4.0292	5.5666	4.6711	4.662	4.6019	4.1629	4.7078	4.8505	4.0566	4.458	3.9578	4.4009	3.6525	3.8095	4.4572	4.8406	6.1067	3.5464	3.6786	5.141	5.5349	4.3931	4.7464	4.5807	4.2297	4.0804	4.426	4.3634	4.6274	5.9819	3.361	4.0782	4.8256	4.0814	3.9689	4.0508	5.0738	4.9328	4.2324	4.2883	4.3619
"AC006538.1"	3.9133	3.9877	3.7275	3.7522	3.5144	3.7492	3.6779	3.7832	3.7779	4.1964	3.5939	3.795	3.8533	3.7549	3.8785	3.725	3.5064	4.0362	3.6486	3.79	3.7496	3.871	3.5988	3.6873	3.7844	4.1831	3.8432	3.9895	3.9351	3.5971	3.8458	3.9445	3.723	3.5721	3.7832	3.8878	3.8591	3.9089	3.9382	4.0104	3.9648	3.5332	3.7871	3.8138	3.5192	3.6769	3.6504	3.5163	3.773	3.3675	3.5339	3.5028	3.7006	3.7783	3.6774	3.5214	3.7813	4.1686	3.4478	3.4821	3.8583	3.6046	3.9538	3.6135	3.7259	3.6543	3.9009	4.1737	3.9611	3.4421	3.8219	3.8787	3.5228	3.8275	3.374	3.7076	3.707	3.6883	3.4359	3.2005	3.3866	3.0755	2.9797	3.2404	3.1147	3.2045	3.9195	3.3452	3.296	3.3752	3.5116	3.4286	3.6793	3.4865	3.6928	3.616	3.2941	3.1661	3.1854	3.1961	3.2293	3.445	3.1902
"AC007228.11///BX647249"	5.583	5.4219	5.5069	5.3309	5.7487	5.3927	5.783	5.4705	5.462	5.7277	5.2225	5.424	5.6586	5.1628	5.2901	5.4605	5.4362	5.424	5.146	5.3628	5.257	5.2755	5.424	5.4143	5.7225	5.5148	5.4691	5.4767	5.5655	5.4928	5.1022	5.6403	5.686	5.2737	5.4624	5.1582	5.4996	5.2769	5.0548	5.6698	5.6467	4.9722	5.4112	5.618	5.4331	5.3854	5.5797	5.5462	6.0145	5.5175	5.8569	5.4609	5.5431	5.4257	5.7386	5.4162	5.549	5.8712	5.6181	5.9402	5.4992	5.429	5.5198	5.4853	5.8897	5.7847	5.6971	6.0336	5.9374	5.4361	5.8729	5.7746	6.0831	5.7436	5.7851	5.9473	5.7335	5.6815	5.8286	5.4162	5.3678	5.0227	4.8862	5.1043	5.592	5.3392	5.2376	5.8669	4.805	5.2579	5.4098	4.9361	5.469	5.5648	5.2448	5.4662	5.3128	5.7597	5.4454	5.1313	5.4079	5.0694	5.0601
"AC007255.8///BC038570"	4.0258	4.2479	4.3771	4.1455	4.2947	4.0903	4.3016	4.2307	4.1594	4.284	4.2907	4.1018	4.4387	4.7423	4.0656	4.4228	4.4671	4.1098	3.9145	4.1723	4.2555	4.2793	4.0874	4.455	4.231	4.0904	4.0423	4.1035	4.2994	4.0548	4.3793	4.6559	4.4021	4.5012	4.5933	4.2479	4.0397	4.2947	3.8438	3.6932	4.025	4.0183	3.5143	3.7776	4.0337	3.7939	4.0158	3.9049	4.183	3.6103	4.0355	3.698	3.8376	3.8957	4.0308	3.8088	3.5546	3.7619	3.9292	3.6463	3.9272	3.8135	3.837	4.1254	3.6052	4.0846	3.9195	4.0691	3.8785	3.7184	3.8022	3.8217	4.1554	4.1564	3.9392	3.7851	3.9024	4.2112	4.0973	3.6679	3.5082	4.1625	4.1042	3.6817	3.8886	3.7596	3.9428	3.9765	3.5536	3.891	4.0425	4.1119	3.6809	3.9776	4.128	4.0724	3.9186	3.8199	3.5536	3.9508	3.8606	3.7222	3.4607
